date;RealP1;RealP2;RealP3;AppP1;AppP2;AppP3;Irms1;Irms2;Irms3;Vrms1;Vrms2;Vrms3;PowerF1;PowerF2;PowerF3;Appareil
2019-08-03T13:09:43.110Z;-2.50;36.78;77.02;-2.50;64.14;181.27;0.15;0.24;0.69;263.23;262.12;262.85;0.052;0.561;0.425;Imprimante
2019-08-03T13:09:45.163Z;-0.86;35.34;71.83;-0.86;66.75;175.82;0.17;0.25;0.67;262.80;263.60;262.52;0.000;0.524;0.404;Imprimante
2019-08-03T13:09:47.216Z;2.40;38.11;72.81;2.40;67.10;171.68;0.17;0.26;0.65;262.39;262.63;263.58;0.044;0.566;0.419;Imprimante
2019-08-03T13:09:49.269Z;-2.86;38.60;73.54;-2.86;64.75;167.92;0.16;0.25;0.64;263.57;263.14;262.79;0.049;0.587;0.435;Imprimante
2019-08-03T13:09:51.323Z;-4.79;38.26;67.46;-4.79;66.70;158.84;0.18;0.25;0.60;262.40;263.24;263.67;0.085;0.570;0.422;Imprimante
2019-08-03T13:09:53.375Z;2.52;37.40;65.93;2.52;69.29;164.68;0.17;0.26;0.63;263.50;262.21;262.50;0.045;0.534;0.395;Imprimante
2019-08-03T13:09:55.428Z;-4.98;42.29;79.23;-4.98;68.93;174.54;0.18;0.26;0.67;262.68;263.95;262.15;0.083;0.609;0.453;Imprimante
2019-08-03T13:09:57.481Z;-5.42;38.98;100.07;-5.42;66.30;214.09;0.20;0.25;0.81;262.63;262.38;263.84;0.094;0.573;0.467;Imprimante
2019-08-03T13:09:59.534Z;-2.41;35.12;153.17;-2.41;64.38;298.81;0.18;0.24;1.14;263.66;262.85;262.22;0.042;0.544;0.512;Imprimante
2019-08-03T13:10:01.588Z;-0.76;35.03;168.87;-0.76;58.45;323.79;0.16;0.22;1.23;262.15;263.51;263.43;0.000;0.599;0.519;Imprimante
2019-08-03T13:10:03.644Z;1.11;34.58;157.92;1.11;62.74;302.15;0.17;0.24;1.15;263.36;262.37;263.72;0.023;0.542;0.520;Imprimante
2019-08-03T13:10:05.697Z;-1.68;37.15;119.97;-1.68;66.14;249.57;0.18;0.25;0.95;263.33;263.69;261.95;0.021;0.559;0.477;Imprimante
2019-08-03T13:10:07.751Z;0.21;35.98;390.16;0.21;66.43;532.50;0.16;0.25;2.02;262.18;262.87;263.70;0.000;0.527;0.732;Imprimante
2019-08-03T13:10:09.803Z;-2.54;36.78;136.68;-2.54;64.00;277.93;0.17;0.24;1.06;263.66;262.23;262.31;0.044;0.563;0.489;Imprimante
2019-08-03T13:10:11.857Z;1.11;37.52;260.67;1.11;64.37;423.73;0.20;0.24;1.61;262.27;262.91;263.58;0.019;0.575;0.614;Imprimante
2019-08-03T13:10:13.910Z;-4.30;36.24;318.32;-4.30;63.45;469.88;0.17;0.24;1.78;263.24;262.11;263.39;0.089;0.567;0.677;Imprimante
2019-08-03T13:10:15.963Z;-0.70;37.51;225.50;-0.70;63.37;383.80;0.17;0.24;1.47;262.70;263.58;261.92;0.000;0.584;0.586;Imprimante
2019-08-03T13:10:18.017Z;-3.59;34.02;75.69;-3.59;65.98;178.85;0.20;0.25;0.68;262.26;262.91;263.33;0.056;0.515;0.419;Imprimante
2019-08-03T13:10:20.071Z;-3.79;36.84;81.69;-3.79;62.71;177.30;0.18;0.24;0.68;263.97;262.89;262.26;0.065;0.574;0.457;Imprimante
2019-08-03T13:10:22.123Z;1.51;36.49;74.58;1.51;64.03;181.24;0.20;0.24;0.69;262.21;263.61;263.01;0.020;0.562;0.408;Imprimante
2019-08-03T13:10:24.181Z;-0.35;43.02;77.14;-0.35;72.57;177.87;0.19;0.28;0.68;263.32;262.26;262.61;0.000;0.592;0.433;Imprimante
2019-08-03T13:10:26.235Z;-2.69;36.72;80.71;-2.69;62.78;181.45;0.15;0.24;0.69;262.93;263.43;261.81;0.050;0.573;0.441;Imprimante
2019-08-03T13:10:28.284Z;-3.75;40.01;70.41;-3.75;80.84;183.70;0.19;0.31;0.70;262.13;263.17;263.36;0.060;0.495;0.381;Imprimante
2019-08-03T13:10:30.341Z;-3.68;37.49;75.44;-3.68;64.09;173.45;0.20;0.24;0.66;263.58;262.36;262.80;0.057;0.577;0.432;Imprimante
2019-08-03T13:10:32.392Z;-2.44;34.32;69.38;-2.44;62.39;170.21;0.19;0.24;0.65;262.32;263.68;262.09;0.040;0.545;0.405;Imprimante
2019-08-03T13:10:34.443Z;-2.01;39.73;58.12;-2.01;68.19;152.56;0.18;0.26;0.58;262.60;262.29;263.44;0.043;0.572;0.380;Imprimante
2019-08-03T13:10:36.497Z;-1.23;37.61;58.93;-1.23;70.69;148.43;0.17;0.27;0.57;263.27;262.73;261.96;0.022;0.523;0.391;Imprimante
2019-08-03T13:10:38.550Z;-5.57;35.70;59.26;-5.57;59.55;146.96;0.16;0.23;0.56;262.16;263.15;263.25;0.117;0.588;0.401;Imprimante
2019-08-03T13:10:40.603Z;-5.63;38.88;63.56;-5.63;64.49;151.97;0.18;0.25;0.58;263.30;262.31;263.02;0.106;0.589;0.415;Imprimante
2019-08-03T13:10:42.657Z;2.68;36.22;56.62;2.68;60.48;151.34;0.20;0.23;0.58;263.56;263.08;262.07;0.038;0.595;0.370;Imprimante
2019-08-03T13:10:44.709Z;0.64;37.13;58.26;0.64;68.35;146.96;0.18;0.26;0.56;261.58;263.08;263.42;0.000;0.541;0.395;Imprimante
2019-08-03T13:10:46.763Z;1.24;36.52;59.74;1.24;69.13;149.49;0.17;0.26;0.57;263.65;261.98;263.27;0.023;0.521;0.395;Imprimante
2019-08-03T13:10:48.816Z;-0.96;35.95;60.60;-0.96;63.24;149.46;0.19;0.24;0.57;263.11;263.29;262.24;0.000;0.553;0.401;Imprimante
2019-08-03T13:10:50.870Z;-0.54;35.16;61.42;-0.54;68.42;152.25;0.17;0.26;0.58;262.07;263.05;263.15;0.000;0.512;0.401;Imprimante
2019-08-03T13:10:52.923Z;-0.82;36.40;59.16;-0.82;59.89;148.97;0.15;0.23;0.57;264.20;262.06;262.88;0.000;0.601;0.396;Imprimante
2019-08-03T13:10:54.976Z;-2.19;38.90;62.62;-2.19;65.02;156.79;0.16;0.25;0.60;262.71;263.66;262.19;0.048;0.584;0.395;Imprimante
2019-08-03T13:10:57.030Z;0.06;37.82;75.62;0.06;70.19;176.56;0.16;0.27;0.67;262.14;262.96;263.52;0.000;0.527;0.425;Imprimante
2019-08-03T13:10:59.083Z;-2.36;38.92;77.57;-2.36;72.94;178.58;0.20;0.28;0.68;263.60;262.97;262.30;0.038;0.521;0.431;Imprimante
2019-08-03T13:11:01.135Z;-1.20;39.57;157.67;-1.20;67.22;305.46;0.19;0.25;1.16;262.17;263.64;263.13;0.020;0.580;0.514;Imprimante
2019-08-03T13:11:03.190Z;-3.34;40.41;142.93;-3.34;65.14;288.69;0.18;0.25;1.10;262.62;261.85;263.23;0.064;0.614;0.492;Imprimante
2019-08-03T13:11:05.244Z;-1.52;33.20;136.86;-1.52;66.24;280.10;0.16;0.25;1.07;263.33;262.91;262.05;0.024;0.498;0.486;Imprimante
2019-08-03T13:11:07.298Z;1.02;37.58;156.30;1.02;64.66;306.08;0.16;0.25;1.16;262.27;263.52;263.40;0.023;0.572;0.510;Imprimante
2019-08-03T13:11:09.351Z;-9.76;38.04;751.16;-9.76;64.24;781.41;0.18;0.25;2.97;262.89;261.96;263.41;0.189;0.592;0.961;Imprimante
2019-08-03T13:11:11.405Z;-6.37;37.59;210.87;-6.37;67.68;366.71;0.18;0.26;1.40;263.49;262.68;261.93;0.127;0.547;0.573;Imprimante
2019-08-03T13:11:13.460Z;-4.83;41.00;287.61;-4.83;66.78;449.51;0.19;0.25;1.71;262.64;263.80;262.75;0.081;0.599;0.638;Imprimante
2019-08-03T13:11:15.513Z;-3.39;31.92;265.04;-3.39;66.77;420.01;0.17;0.25;1.59;262.73;262.39;263.67;0.068;0.464;0.631;Imprimante
2019-08-03T13:11:17.567Z;-3.50;34.99;89.99;-3.50;64.85;192.86;0.18;0.25;0.73;263.64;262.54;262.40;0.065;0.524;0.461;Imprimante
2019-08-03T13:11:19.620Z;3.20;34.49;90.17;3.20;61.91;197.47;0.18;0.23;0.75;262.30;263.57;263.40;0.064;0.549;0.456;Imprimante
2019-08-03T13:11:21.674Z;-2.13;37.08;84.49;-2.13;79.96;192.97;0.18;0.30;0.73;263.62;262.34;263.00;0.042;0.463;0.435;Imprimante
2019-08-03T13:11:23.727Z;-2.52;43.23;87.76;-2.52;72.54;190.88;0.20;0.28;0.73;262.50;263.68;262.43;0.037;0.593;0.456;Imprimante
2019-08-03T13:11:25.780Z;-1.83;41.61;84.14;-1.83;65.48;189.43;0.17;0.25;0.72;262.39;262.72;263.92;0.022;0.626;0.443;Imprimante
2019-08-03T13:11:27.834Z;-2.66;34.97;84.32;-2.66;76.59;191.96;0.16;0.29;0.73;263.40;263.25;262.81;0.047;0.444;0.438;Imprimante
2019-08-03T13:11:29.888Z;-3.65;38.74;66.38;-3.65;70.75;159.36;0.18;0.27;0.61;262.24;263.59;263.13;0.065;0.537;0.414;Imprimante
2019-08-03T13:11:31.940Z;2.40;31.26;75.55;2.40;67.05;175.51;0.25;0.26;0.67;262.56;262.08;263.27;0.031;0.462;0.427;Imprimante
2019-08-03T13:11:33.994Z;-1.71;41.94;75.72;-1.71;68.68;177.63;0.18;0.26;0.68;263.01;263.34;262.20;0.021;0.597;0.422;Imprimante
2019-08-03T13:11:36.047Z;-5.43;39.37;213.31;-5.43;65.37;372.10;0.19;0.25;1.41;262.25;263.38;263.25;0.099;0.597;0.572;Imprimante
2019-08-03T13:11:38.101Z;-1.11;34.14;170.17;-1.11;63.30;320.26;0.16;0.24;1.22;263.22;262.12;263.27;0.023;0.537;0.531;Imprimante
2019-08-03T13:11:40.155Z;-3.21;34.61;148.46;-3.21;61.13;303.75;0.18;0.23;1.16;263.68;263.48;262.02;0.063;0.556;0.487;Imprimante
2019-08-03T13:11:42.208Z;-2.23;39.31;154.43;-2.23;76.10;301.99;0.14;0.29;1.15;262.12;263.25;263.51;0.054;0.513;0.510;Imprimante
2019-08-03T13:11:44.263Z;-3.49;35.48;308.12;-3.49;64.90;471.25;0.21;0.25;1.79;263.28;261.90;262.98;0.055;0.539;0.654;Imprimante
2019-08-03T13:11:46.317Z;-2.59;40.98;88.02;-2.59;66.26;193.70;0.16;0.25;0.74;263.53;263.12;262.35;0.047;0.604;0.454;Imprimante
2019-08-03T13:11:48.370Z;-5.08;40.05;167.67;-5.08;68.37;327.13;0.19;0.26;1.24;262.12;263.46;263.14;0.100;0.585;0.510;Imprimante
2019-08-03T13:11:50.424Z;-5.94;37.50;203.03;-5.94;65.01;362.31;0.16;0.25;1.38;263.00;262.00;262.99;0.119;0.569;0.560;Imprimante
2019-08-03T13:11:52.478Z;-1.45;35.57;195.80;-1.45;64.44;345.98;0.19;0.24;1.32;262.95;263.24;261.65;0.020;0.543;0.564;Imprimante
2019-08-03T13:11:54.532Z;-5.14;38.91;247.11;-5.14;66.54;404.27;0.19;0.25;1.54;262.05;263.41;263.10;0.102;0.571;0.611;Imprimante
2019-08-03T13:11:56.586Z;-3.00;40.38;213.47;-3.00;64.27;371.57;0.17;0.25;1.41;262.70;262.22;263.25;0.046;0.622;0.573;Imprimante
2019-08-03T13:11:58.639Z;-6.28;36.70;163.43;-6.28;63.31;315.75;0.19;0.24;1.20;263.64;262.18;262.52;0.120;0.569;0.516;Imprimante
2019-08-03T13:12:00.694Z;0.59;38.16;239.71;0.59;64.37;395.09;0.18;0.24;1.51;262.88;263.40;261.93;0.000;0.590;0.605;Imprimante
2019-08-03T13:12:02.747Z;-2.36;35.87;75.08;-2.36;70.95;174.71;0.20;0.27;0.66;261.94;263.17;263.47;0.039;0.493;0.429;Imprimante
2019-08-03T13:12:04.800Z;0.64;36.55;94.48;0.64;69.05;210.77;0.19;0.26;0.80;262.56;262.35;263.39;0.000;0.521;0.446;Imprimante
2019-08-03T13:12:06.854Z;3.01;37.14;77.70;3.01;66.80;179.61;0.17;0.25;0.68;263.76;262.21;262.76;0.066;0.554;0.429;Imprimante
2019-08-03T13:12:08.907Z;-0.84;39.31;75.89;-0.84;65.63;172.88;0.17;0.25;0.66;263.14;263.53;261.84;0.000;0.594;0.434;Imprimante
2019-08-03T13:12:10.961Z;-2.06;38.30;78.41;-2.06;62.45;180.17;0.17;0.24;0.69;261.73;263.10;262.89;0.045;0.608;0.433;Imprimante
2019-08-03T13:12:13.014Z;0.71;38.15;80.86;0.71;61.52;181.75;0.18;0.23;0.69;262.97;261.88;263.44;0.000;0.618;0.440;Imprimante
2019-08-03T13:12:15.067Z;-5.02;36.79;73.23;-5.02;64.49;172.97;0.16;0.25;0.66;263.49;262.63;261.85;0.117;0.558;0.422;Imprimante
2019-08-03T13:12:17.121Z;-1.34;40.67;75.77;-1.34;79.03;174.45;0.17;0.30;0.66;262.12;263.45;262.50;0.022;0.506;0.430;Imprimante
2019-08-03T13:12:19.174Z;-5.52;40.22;61.46;-5.52;66.34;150.73;0.19;0.25;0.57;262.54;262.09;263.52;0.100;0.603;0.405;Imprimante
2019-08-03T13:12:21.227Z;-4.45;45.80;60.69;-4.45;76.09;147.39;0.19;0.29;0.56;263.47;262.73;261.65;0.080;0.591;0.407;Imprimante
2019-08-03T13:12:23.284Z;-0.85;48.01;57.59;-0.85;73.31;150.96;0.19;0.28;0.58;261.83;263.45;262.48;0.000;0.655;0.378;Imprimante
2019-08-03T13:12:25.333Z;-2.21;43.01;62.66;-2.21;70.92;149.98;0.19;0.27;0.57;263.01;261.93;263.43;0.039;0.606;0.413;Imprimante
2019-08-03T13:12:27.387Z;-1.88;46.15;56.90;-1.88;88.59;145.90;0.20;0.34;0.56;262.76;262.75;261.93;0.019;0.519;0.384;Imprimante
2019-08-03T13:12:29.440Z;-1.07;44.74;59.24;-1.07;67.14;147.51;0.19;0.26;0.56;261.80;263.14;263.17;0.020;0.655;0.400;Imprimante
2019-08-03T13:12:31.496Z;-3.10;47.58;59.89;-3.10;75.14;147.62;0.16;0.29;0.56;263.60;261.71;262.79;0.070;0.626;0.400;Imprimante
2019-08-03T13:12:33.547Z;-4.63;43.90;57.09;-4.63;70.04;149.91;0.16;0.27;0.57;263.50;263.26;261.78;0.095;0.614;0.380;Imprimante
2019-08-03T13:12:35.602Z;0.43;45.71;58.93;0.43;73.24;148.07;0.17;0.28;0.56;261.82;262.80;263.19;0.000;0.614;0.392;Imprimante
2019-08-03T13:12:37.654Z;-1.62;45.41;56.57;-1.62;77.00;148.21;0.19;0.29;0.56;263.44;261.82;262.70;0.020;0.584;0.378;Imprimante
2019-08-03T13:12:39.707Z;-2.98;46.78;62.96;-2.98;73.87;146.63;0.18;0.28;0.56;263.08;263.31;261.84;0.043;0.623;0.423;Imprimante
2019-08-03T13:12:41.760Z;-2.73;43.92;63.07;-2.73;74.13;152.23;0.16;0.28;0.58;262.30;262.41;263.75;0.047;0.580;0.414;Imprimante
2019-08-03T13:12:43.817Z;-7.04;41.66;61.74;-7.04;71.50;148.48;0.19;0.27;0.57;263.68;262.34;262.17;0.137;0.573;0.411;Imprimante
2019-08-03T13:12:45.871Z;-3.63;42.73;61.24;-3.63;74.42;148.44;0.19;0.28;0.57;262.72;263.71;262.51;0.060;0.564;0.411;Imprimante
2019-08-03T13:12:47.922Z;-4.21;46.00;60.54;-4.21;75.52;147.37;0.18;0.29;0.56;262.05;262.16;263.25;0.084;0.596;0.407;Imprimante
2019-08-03T13:12:49.975Z;-3.99;48.05;56.32;-3.99;74.77;150.51;0.17;0.28;0.57;263.41;262.38;262.25;0.068;0.642;0.372;Imprimante
2019-08-03T13:12:52.029Z;-1.72;42.43;58.00;-1.72;81.14;147.61;0.20;0.31;0.56;262.32;263.63;262.73;0.019;0.518;0.393;Imprimante
2019-08-03T13:12:54.083Z;-1.52;46.05;62.72;-1.52;69.79;152.24;0.15;0.27;0.58;262.33;262.10;263.40;0.025;0.659;0.407;Imprimante
2019-08-03T13:12:56.135Z;1.18;45.03;58.56;1.18;72.66;143.51;0.18;0.28;0.55;263.76;262.26;262.30;0.021;0.619;0.404;Imprimante
2019-08-03T13:12:58.188Z;1.86;43.88;57.55;1.86;72.81;144.27;0.16;0.28;0.55;261.78;263.54;262.77;0.023;0.591;0.395;Imprimante
2019-08-03T13:13:00.242Z;-1.53;45.25;56.82;-1.53;71.50;146.95;0.20;0.27;0.56;262.54;261.92;263.57;0.019;0.629;0.381;Imprimante
2019-08-03T13:13:02.295Z;-1.77;41.62;61.69;-1.77;70.51;150.66;0.17;0.27;0.58;263.37;262.88;261.89;0.023;0.581;0.405;Imprimante
2019-08-03T13:13:04.347Z;-1.04;43.02;60.11;-1.04;68.42;153.84;0.19;0.26;0.58;261.76;263.07;263.50;0.020;0.628;0.390;Imprimante
2019-08-03T13:13:06.401Z;-4.68;44.79;56.43;-4.68;71.09;146.81;0.17;0.27;0.56;263.21;262.03;263.31;0.091;0.619;0.381;Imprimante
2019-08-03T13:13:08.453Z;-4.63;33.59;59.46;-4.63;64.52;147.94;0.20;0.24;0.56;262.88;263.41;261.95;0.077;0.511;0.399;Imprimante
2019-08-03T13:13:10.506Z;-1.56;37.79;57.88;-1.56;62.01;148.86;0.16;0.24;0.56;262.24;262.60;263.76;0.023;0.597;0.383;Imprimante
2019-08-03T13:13:12.559Z;-7.02;41.96;59.64;-7.02;70.71;151.99;0.18;0.27;0.58;263.53;262.74;262.57;0.144;0.580;0.388;Imprimante
2019-08-03T13:13:14.612Z;-1.91;36.71;58.96;-1.91;64.49;148.64;0.18;0.24;0.57;261.61;263.31;262.95;0.022;0.558;0.390;Imprimante
2019-08-03T13:13:16.665Z;-0.66;38.58;58.89;-0.66;65.65;143.93;0.17;0.25;0.55;263.15;262.00;262.24;0.000;0.579;0.403;Imprimante
2019-08-03T13:13:18.718Z;-3.50;35.25;62.02;-3.50;66.04;152.44;0.20;0.25;0.58;262.26;263.12;262.12;0.058;0.530;0.407;Imprimante
2019-08-03T13:13:20.771Z;-0.40;36.22;61.91;-0.40;63.75;152.29;0.19;0.24;0.58;263.19;261.76;263.05;0.000;0.565;0.401;Imprimante
2019-08-03T13:13:22.824Z;-2.85;32.09;58.59;-2.85;60.80;148.07;0.19;0.23;0.57;262.83;263.45;261.98;0.040;0.526;0.392;Imprimante
2019-08-03T13:13:24.877Z;-1.66;36.24;60.35;-1.66;66.82;152.80;0.19;0.25;0.58;262.17;262.28;263.24;0.021;0.539;0.393;Imprimante
2019-08-03T13:13:26.930Z;-3.38;38.45;60.35;-3.38;64.60;149.28;0.19;0.25;0.57;263.33;262.11;262.12;0.059;0.588;0.402;Imprimante
2019-08-03T13:13:28.986Z;-6.87;34.35;58.24;-6.87;63.30;146.68;0.19;0.24;0.56;262.27;263.36;262.81;0.122;0.537;0.395;Imprimante
2019-08-03T13:13:31.041Z;-3.17;37.98;61.13;-3.17;66.01;149.29;0.18;0.25;0.57;262.95;262.24;263.04;0.063;0.561;0.409;Imprimante
2019-08-03T13:13:33.090Z;-8.57;35.61;50.63;-8.57;65.60;133.96;0.17;0.25;0.51;262.52;262.98;262.05;0.182;0.534;0.373;Imprimante
2019-08-03T13:13:35.143Z;-2.80;36.43;49.93;-2.80;59.14;134.42;0.18;0.23;0.51;262.38;262.22;262.99;0.041;0.609;0.365;Imprimante
2019-08-03T13:13:37.196Z;-1.08;37.21;49.16;-1.08;63.56;137.59;0.18;0.24;0.53;262.94;263.33;261.85;0.021;0.582;0.356;Imprimante
2019-08-03T13:13:39.250Z;-2.04;39.34;52.07;-2.04;61.49;137.41;0.17;0.23;0.52;261.81;262.91;263.29;0.046;0.634;0.378;Imprimante
2019-08-03T13:13:41.303Z;-3.17;36.00;48.86;-3.17;63.61;136.82;0.19;0.24;0.52;263.60;262.14;262.25;0.060;0.550;0.351;Imprimante
2019-08-03T13:13:43.355Z;-1.90;37.80;54.84;-1.90;67.77;137.80;0.17;0.26;0.53;261.64;263.05;262.01;0.022;0.546;0.392;Imprimante
2019-08-03T13:13:45.408Z;-1.80;43.16;49.84;-1.80;70.99;139.85;0.17;0.27;0.53;263.20;261.72;262.53;0.023;0.606;0.350;Imprimante
2019-08-03T13:13:47.461Z;0.60;36.66;52.83;0.60;68.95;140.75;0.18;0.26;0.54;262.43;263.36;262.18;0.000;0.522;0.369;Imprimante
2019-08-03T13:13:49.514Z;0.74;35.79;52.57;0.74;68.27;141.72;0.19;0.26;0.54;262.46;261.52;263.30;0.000;0.513;0.367;Imprimante
2019-08-03T13:13:51.567Z;-4.01;34.69;49.58;-4.01;67.95;135.09;0.22;0.26;0.52;262.57;262.66;261.70;0.070;0.500;0.363;Imprimante
2019-08-03T13:13:53.620Z;-1.11;38.29;54.55;-1.11;63.60;137.97;0.16;0.24;0.52;262.00;262.46;263.34;0.024;0.598;0.391;Imprimante
2019-08-03T13:13:55.675Z;-3.01;38.42;51.99;-3.01;71.74;139.10;0.20;0.27;0.53;263.54;262.28;262.42;0.057;0.530;0.367;Imprimante
2019-08-03T13:13:57.728Z;-3.13;37.00;50.99;-3.13;65.82;134.72;0.20;0.25;0.51;262.19;263.66;262.16;0.058;0.562;0.371;Imprimante
2019-08-03T13:13:59.783Z;-2.76;43.50;52.51;-2.76;72.65;136.58;0.18;0.28;0.52;261.92;262.16;263.11;0.042;0.592;0.381;Imprimante
2019-08-03T13:14:01.835Z;-4.62;43.63;50.53;-4.62;71.97;139.12;0.19;0.27;0.53;263.04;262.69;262.10;0.082;0.598;0.359;Imprimante
2019-08-03T13:14:03.889Z;-1.53;44.67;49.83;-1.53;77.05;135.55;0.18;0.29;0.52;261.58;263.32;263.18;0.021;0.571;0.361;Imprimante
2019-08-03T13:14:05.943Z;0.71;46.64;49.77;0.71;71.61;133.40;0.16;0.27;0.51;262.68;262.07;262.81;0.000;0.642;0.367;Imprimante
2019-08-03T13:14:07.997Z;-6.90;41.74;48.60;-6.90;70.77;135.96;0.19;0.27;0.52;262.17;263.60;261.70;0.119;0.579;0.353;Imprimante
2019-08-03T13:14:10.050Z;-2.72;46.62;51.45;-2.72;72.51;135.45;0.18;0.28;0.51;262.20;261.95;263.30;0.043;0.634;0.377;Imprimante
2019-08-03T13:14:12.103Z;-0.47;43.29;45.65;-0.47;71.53;134.04;0.19;0.27;0.51;262.95;262.28;261.51;0.000;0.601;0.336;Imprimante
2019-08-03T13:14:14.157Z;-3.97;47.27;50.14;-3.97;75.03;132.37;0.24;0.29;0.50;262.22;262.98;262.56;0.048;0.626;0.378;Imprimante
2019-08-03T13:14:16.210Z;-1.37;43.42;53.52;-1.37;75.18;134.79;0.18;0.29;0.51;262.94;261.69;262.52;0.021;0.572;0.393;Imprimante
2019-08-03T13:14:18.264Z;-1.68;45.05;51.38;-1.68;78.18;134.96;0.22;0.30;0.51;262.40;263.24;262.22;0.018;0.576;0.378;Imprimante
2019-08-03T13:14:20.318Z;-3.93;44.67;52.76;-3.93;77.13;137.58;0.17;0.29;0.52;262.46;261.83;263.41;0.066;0.570;0.378;Imprimante
2019-08-03T13:14:22.372Z;-3.60;43.95;55.19;-3.60;75.93;139.47;0.18;0.29;0.53;263.11;261.87;261.82;0.063;0.566;0.394;Imprimante
2019-08-03T13:14:24.425Z;-4.78;46.11;51.11;-4.78;77.36;137.12;0.17;0.29;0.52;261.69;263.06;262.18;0.088;0.595;0.372;Imprimante
2019-08-03T13:14:26.480Z;-1.70;45.57;53.30;-1.70;71.70;141.17;0.18;0.27;0.54;262.64;261.72;263.16;0.021;0.628;0.375;Imprimante
2019-08-03T13:14:28.534Z;-2.20;46.31;49.37;-2.20;82.97;135.44;0.19;0.32;0.52;262.83;262.95;261.73;0.041;0.554;0.362;Imprimante
2019-08-03T13:14:30.587Z;0.09;45.06;52.81;0.09;71.88;138.73;0.19;0.27;0.53;262.21;262.97;263.07;0.000;0.626;0.375;Imprimante
2019-08-03T13:14:32.641Z;-2.27;41.57;54.76;-2.27;74.91;135.71;0.18;0.29;0.52;263.04;261.79;262.85;0.043;0.547;0.398;Imprimante
2019-08-03T13:14:34.694Z;0.43;40.21;53.90;0.43;71.52;138.49;0.27;0.27;0.53;262.39;263.36;261.63;0.000;0.559;0.383;Imprimante
2019-08-03T13:14:36.751Z;3.37;44.20;52.80;3.37;68.62;153.57;0.38;0.26;0.58;262.22;262.24;263.59;0.030;0.641;0.339;Imprimante
2019-08-03T13:14:38.801Z;0.07;35.25;52.19;0.07;65.75;138.41;0.16;0.25;0.53;263.40;262.22;262.20;0.000;0.532;0.376;Imprimante
2019-08-03T13:14:40.854Z;-3.56;34.29;48.75;-3.56;63.45;137.60;0.17;0.24;0.52;261.64;263.08;262.80;0.066;0.536;0.349;Imprimante
2019-08-03T13:14:42.907Z;0.53;35.82;47.27;0.53;92.35;138.40;0.23;0.35;0.53;262.58;261.48;262.94;0.000;0.379;0.340;Imprimante
2019-08-03T13:14:44.960Z;-4.51;36.57;46.53;-4.51;62.11;133.73;0.19;0.24;0.51;262.47;263.15;262.10;0.082;0.580;0.344;Imprimante
2019-08-03T13:14:47.014Z;-1.13;33.11;55.06;-1.13;61.27;139.54;0.23;0.23;0.53;262.47;262.18;263.33;0.016;0.539;0.394;Imprimante
2019-08-03T13:14:49.067Z;-0.30;38.15;51.71;-0.30;61.93;140.40;0.17;0.24;0.54;263.51;262.48;262.30;0.000;0.614;0.363;Imprimante
2019-08-03T13:14:51.122Z;-2.40;36.15;51.01;-2.40;64.92;138.30;0.18;0.25;0.53;262.21;263.33;262.22;0.043;0.555;0.369;Imprimante
2019-08-03T13:14:53.174Z;-4.06;35.93;51.53;-4.06;68.56;138.63;0.20;0.26;0.53;262.63;262.32;263.44;0.076;0.511;0.368;Imprimante
2019-08-03T13:14:55.229Z;-4.80;40.13;52.51;-4.80;68.85;137.03;0.17;0.26;0.52;263.68;262.55;261.95;0.087;0.581;0.379;Imprimante
2019-08-03T13:14:57.280Z;0.97;35.65;49.67;0.97;69.10;138.40;0.18;0.26;0.53;261.96;263.31;262.59;0.000;0.506;0.354;Imprimante
2019-08-03T13:14:59.334Z;0.74;40.62;50.99;0.74;71.07;135.56;0.16;0.27;0.51;263.39;261.98;263.35;0.000;0.563;0.369;Imprimante
2019-08-03T13:15:01.387Z;0.48;38.33;50.04;0.48;69.69;135.47;0.19;0.26;0.52;263.65;263.26;261.92;0.000;0.545;0.369;Imprimante
2019-08-03T13:15:03.441Z;-2.17;34.14;47.38;-2.17;64.14;133.74;0.18;0.24;0.51;261.78;263.07;263.48;0.042;0.530;0.351;Imprimante
2019-08-03T13:15:05.495Z;-4.54;36.46;50.19;-4.54;67.55;138.55;0.18;0.26;0.53;263.30;262.07;263.29;0.086;0.533;0.361;Imprimante
2019-08-03T13:15:07.547Z;-6.90;42.37;52.31;-6.90;82.21;143.23;0.18;0.31;0.55;263.61;262.93;261.51;0.126;0.511;0.363;Imprimante
2019-08-03T13:15:09.599Z;-0.84;39.93;51.40;-0.84;66.16;134.33;0.21;0.25;0.51;261.64;263.05;262.97;0.000;0.589;0.380;Imprimante
2019-08-03T13:59:48.407Z;-4.65;33.76;20.85;-4.65;73.66;94.37;0.23;0.28;0.36;263.01;263.50;264.59;0.066;0.448;0.212;Micro-ondes360
2019-08-03T13:59:50.461Z;-0.27;35.70;18.26;-0.27;63.71;100.08;0.18;0.24;0.38;264.29;263.28;263.19;0.000;0.549;0.180;Micro-ondes360
2019-08-03T13:59:52.514Z;-4.09;33.61;21.40;-4.09;65.23;103.35;0.19;0.25;0.39;263.21;264.43;263.11;0.079;0.506;0.203;Micro-ondes360
2019-08-03T13:59:54.568Z;-3.24;34.15;18.20;-3.24;67.25;100.03;0.18;0.26;0.38;262.95;263.15;264.14;0.065;0.506;0.180;Micro-ondes360
